lambda_over_k0,re_integrand,im_integrand
1.5305000000e+00,1.0374937121e-01,-0.0000000000e+00
1.5310000000e+00,1.0318783426e-01,-0.0000000000e+00
1.5315000000e+00,1.0262905417e-01,-0.0000000000e+00
1.5320000000e+00,1.0207301506e-01,-0.0000000000e+00
1.5325000000e+00,1.0151970114e-01,-0.0000000000e+00
1.5330000000e+00,1.0096909677e-01,-0.0000000000e+00
1.5335000000e+00,1.0042118643e-01,-0.0000000000e+00
1.5340000000e+00,9.9875954723e-02,-0.0000000000e+00
1.5345000000e+00,9.9333386378e-02,-0.0000000000e+00
1.5350000000e+00,9.8793466241e-02,-0.0000000000e+00
1.5355000000e+00,9.8256179278e-02,-0.0000000000e+00
1.5360000000e+00,9.7721510578e-02,-0.0000000000e+00
1.5365000000e+00,9.7189445343e-02,-0.0000000000e+00
1.5370000000e+00,9.6659968895e-02,-0.0000000000e+00
1.5375000000e+00,9.6133066670e-02,-0.0000000000e+00
1.5380000000e+00,9.5608724218e-02,-0.0000000000e+00
1.5385000000e+00,9.5086927201e-02,-0.0000000000e+00
1.5390000000e+00,9.4567661397e-02,-0.0000000000e+00
1.5395000000e+00,9.4050912689e-02,-0.0000000000e+00
1.5400000000e+00,9.3536667075e-02,-0.0000000000e+00
1.5405000000e+00,9.3024910657e-02,-0.0000000000e+00
1.5410000000e+00,9.2515629649e-02,-0.0000000000e+00
1.5415000000e+00,9.2008810367e-02,-0.0000000000e+00
1.5420000000e+00,9.1504439237e-02,-0.0000000000e+00
1.5425000000e+00,9.1002502784e-02,-0.0000000000e+00
1.5430000000e+00,9.0502987642e-02,-0.0000000000e+00
1.5435000000e+00,9.0005880543e-02,-0.0000000000e+00
1.5440000000e+00,8.9511168322e-02,-0.0000000000e+00
1.5445000000e+00,8.9018837915e-02,-0.0000000000e+00
1.5450000000e+00,8.8528876356e-02,-0.0000000000e+00
1.5455000000e+00,8.8041270779e-02,-0.0000000000e+00
1.5460000000e+00,8.7556008412e-02,-0.0000000000e+00
1.5465000000e+00,8.7073076585e-02,-0.0000000000e+00
1.5470000000e+00,8.6592462717e-02,-0.0000000000e+00
1.5475000000e+00,8.6114154328e-02,-0.0000000000e+00
1.5480000000e+00,8.5638139027e-02,-0.0000000000e+00
1.5485000000e+00,8.5164404517e-02,-0.0000000000e+00
1.5490000000e+00,8.4692938595e-02,-0.0000000000e+00
1.5495000000e+00,8.4223729147e-02,-0.0000000000e+00
1.5500000000e+00,8.3756764149e-02,-0.0000000000e+00
1.5505000000e+00,8.3292031667e-02,-0.0000000000e+00
1.5510000000e+00,8.2829519855e-02,-0.0000000000e+00
1.5515000000e+00,8.2369216956e-02,-0.0000000000e+00
1.5520000000e+00,8.1911111298e-02,-0.0000000000e+00
1.5525000000e+00,8.1455191296e-02,-0.0000000000e+00
1.5530000000e+00,8.1001445449e-02,-0.0000000000e+00
1.5535000000e+00,8.0549862341e-02,-0.0000000000e+00
1.5540000000e+00,8.0100430640e-02,-0.0000000000e+00
1.5545000000e+00,7.9653139096e-02,-0.0000000000e+00
1.5550000000e+00,7.9207976542e-02,-0.0000000000e+00
1.5555000000e+00,7.8764931891e-02,-0.0000000000e+00
1.5560000000e+00,7.8323994137e-02,-0.0000000000e+00
1.5565000000e+00,7.7885152354e-02,-0.0000000000e+00
1.5570000000e+00,7.7448395694e-02,-0.0000000000e+00
1.5575000000e+00,7.7013713387e-02,-0.0000000000e+00
1.5580000000e+00,7.6581094742e-02,-0.0000000000e+00
1.5585000000e+00,7.6150529145e-02,-0.0000000000e+00
1.5590000000e+00,7.5722006055e-02,-0.0000000000e+00
1.5595000000e+00,7.5295515009e-02,-0.0000000000e+00
1.5600000000e+00,7.4871045619e-02,-0.0000000000e+00
1.5605000000e+00,7.4448587569e-02,-0.0000000000e+00
1.5610000000e+00,7.4028130618e-02,-0.0000000000e+00
1.5615000000e+00,7.3609664596e-02,-0.0000000000e+00
1.5620000000e+00,7.3193179406e-02,-0.0000000000e+00
1.5625000000e+00,7.2778665022e-02,-0.0000000000e+00
1.5630000000e+00,7.2366111489e-02,-0.0000000000e+00
1.5635000000e+00,7.1955508922e-02,-0.0000000000e+00
1.5640000000e+00,7.1546847504e-02,-0.0000000000e+00
1.5645000000e+00,7.1140117489e-02,-0.0000000000e+00
1.5650000000e+00,7.0735309197e-02,-0.0000000000e+00
1.5655000000e+00,7.0332413017e-02,-0.0000000000e+00
1.5660000000e+00,6.9931419404e-02,-0.0000000000e+00
1.5665000000e+00,6.9532318880e-02,-0.0000000000e+00
1.5670000000e+00,6.9135102031e-02,-0.0000000000e+00
1.5675000000e+00,6.8739759510e-02,-0.0000000000e+00
1.5680000000e+00,6.8346282034e-02,-0.0000000000e+00
1.5685000000e+00,6.7954660384e-02,-0.0000000000e+00
1.5690000000e+00,6.7564885403e-02,-0.0000000000e+00
1.5695000000e+00,6.7176947999e-02,-0.0000000000e+00
1.5700000000e+00,6.6790839141e-02,-0.0000000000e+00
1.5705000000e+00,6.6406549859e-02,-0.0000000000e+00
1.5710000000e+00,6.6024071246e-02,-0.0000000000e+00
1.5715000000e+00,6.5643394454e-02,-0.0000000000e+00
1.5720000000e+00,6.5264510695e-02,-0.0000000000e+00
1.5725000000e+00,6.4887411242e-02,-0.0000000000e+00
1.5730000000e+00,6.4512087426e-02,-0.0000000000e+00
1.5735000000e+00,6.4138530636e-02,-0.0000000000e+00
1.5740000000e+00,6.3766732321e-02,-0.0000000000e+00
1.5745000000e+00,6.3396683984e-02,-0.0000000000e+00
1.5750000000e+00,6.3028377189e-02,-0.0000000000e+00
1.5755000000e+00,6.2661803554e-02,-0.0000000000e+00
1.5760000000e+00,6.2296954752e-02,-0.0000000000e+00
1.5765000000e+00,6.1933822515e-02,-0.0000000000e+00
1.5770000000e+00,6.1572398627e-02,-0.0000000000e+00
1.5775000000e+00,6.1212674927e-02,-0.0000000000e+00
1.5780000000e+00,6.0854643309e-02,-0.0000000000e+00
1.5785000000e+00,6.0498295721e-02,-0.0000000000e+00
1.5790000000e+00,6.0143624162e-02,-0.0000000000e+00
1.5795000000e+00,5.9790620685e-02,-0.0000000000e+00
1.5800000000e+00,5.9439277396e-02,-0.0000000000e+00
1.5805000000e+00,5.9089586452e-02,-0.0000000000e+00
1.5810000000e+00,5.8741540060e-02,-0.0000000000e+00
1.5815000000e+00,5.8395130480e-02,-0.0000000000e+00
1.5820000000e+00,5.8050350022e-02,-0.0000000000e+00
1.5825000000e+00,5.7707191045e-02,-0.0000000000e+00
1.5830000000e+00,5.7365645958e-02,-0.0000000000e+00
1.5835000000e+00,5.7025707220e-02,-0.0000000000e+00
1.5840000000e+00,5.6687367337e-02,-0.0000000000e+00
1.5845000000e+00,5.6350618866e-02,-0.0000000000e+00
1.5850000000e+00,5.6015454410e-02,-0.0000000000e+00
1.5855000000e+00,5.5681866620e-02,-0.0000000000e+00
1.5860000000e+00,5.5349848193e-02,-0.0000000000e+00
1.5865000000e+00,5.5019391876e-02,-0.0000000000e+00
1.5870000000e+00,5.4690490458e-02,-0.0000000000e+00
1.5875000000e+00,5.4363136777e-02,-0.0000000000e+00
1.5880000000e+00,5.4037323717e-02,-0.0000000000e+00
1.5885000000e+00,5.3713044204e-02,-0.0000000000e+00
1.5890000000e+00,5.3390291212e-02,-0.0000000000e+00
1.5895000000e+00,5.3069057757e-02,-0.0000000000e+00
1.5900000000e+00,5.2749336902e-02,-0.0000000000e+00
1.5905000000e+00,5.2431121750e-02,-0.0000000000e+00
1.5910000000e+00,5.2114405451e-02,-0.0000000000e+00
1.5915000000e+00,5.1799181196e-02,-0.0000000000e+00
1.5920000000e+00,5.1485442218e-02,-0.0000000000e+00
1.5925000000e+00,5.1173181794e-02,-0.0000000000e+00
1.5930000000e+00,5.0862393242e-02,-0.0000000000e+00
1.5935000000e+00,5.0553069922e-02,-0.0000000000e+00
1.5940000000e+00,5.0245205235e-02,-0.0000000000e+00
1.5945000000e+00,4.9938792623e-02,-0.0000000000e+00
1.5950000000e+00,4.9633825568e-02,-0.0000000000e+00
1.5955000000e+00,4.9330297592e-02,-0.0000000000e+00
1.5960000000e+00,4.9028202260e-02,-0.0000000000e+00
1.5965000000e+00,4.8727533172e-02,-0.0000000000e+00
1.5970000000e+00,4.8428283971e-02,-0.0000000000e+00
1.5975000000e+00,4.8130448338e-02,-0.0000000000e+00
1.5980000000e+00,4.7834019990e-02,-0.0000000000e+00
1.5985000000e+00,4.7538992686e-02,-0.0000000000e+00
1.5990000000e+00,4.7245360221e-02,-0.0000000000e+00
1.5995000000e+00,4.6953116428e-02,-0.0000000000e+00
1.6000000000e+00,4.6662255179e-02,-0.0000000000e+00
1.6005000000e+00,4.6372770380e-02,-0.0000000000e+00
1.6010000000e+00,4.6084655977e-02,-0.0000000000e+00
1.6015000000e+00,4.5797905949e-02,-0.0000000000e+00
1.6020000000e+00,4.5512514316e-02,-0.0000000000e+00
1.6025000000e+00,4.5228475129e-02,-0.0000000000e+00
1.6030000000e+00,4.4945782478e-02,-0.0000000000e+00
1.6035000000e+00,4.4664430487e-02,-0.0000000000e+00
1.6040000000e+00,4.4384413316e-02,-0.0000000000e+00
1.6045000000e+00,4.4105725158e-02,-0.0000000000e+00
1.6050000000e+00,4.3828360242e-02,-0.0000000000e+00
1.6055000000e+00,4.3552312831e-02,-0.0000000000e+00
1.6060000000e+00,4.3277577222e-02,-0.0000000000e+00
1.6065000000e+00,4.3004147746e-02,-0.0000000000e+00
1.6070000000e+00,4.2732018767e-02,-0.0000000000e+00
1.6075000000e+00,4.2461184681e-02,-0.0000000000e+00
1.6080000000e+00,4.2191639921e-02,-0.0000000000e+00
1.6085000000e+00,4.1923378947e-02,-0.0000000000e+00
1.6090000000e+00,4.1656396257e-02,-0.0000000000e+00
1.6095000000e+00,4.1390686376e-02,-0.0000000000e+00
1.6100000000e+00,4.1126243866e-02,-0.0000000000e+00
1.6105000000e+00,4.0863063316e-02,-0.0000000000e+00
1.6110000000e+00,4.0601139349e-02,-0.0000000000e+00
1.6115000000e+00,4.0340466619e-02,-0.0000000000e+00
1.6120000000e+00,4.0081039812e-02,-0.0000000000e+00
1.6125000000e+00,3.9822853641e-02,-0.0000000000e+00
1.6130000000e+00,3.9565902853e-02,-0.0000000000e+00
1.6135000000e+00,3.9310182225e-02,-0.0000000000e+00
1.6140000000e+00,3.9055686561e-02,-0.0000000000e+00
1.6145000000e+00,3.8802410699e-02,-0.0000000000e+00
1.6150000000e+00,3.8550349503e-02,-0.0000000000e+00
1.6155000000e+00,3.8299497867e-02,-0.0000000000e+00
1.6160000000e+00,3.8049850717e-02,-0.0000000000e+00
1.6165000000e+00,3.7801403004e-02,-0.0000000000e+00
1.6170000000e+00,3.7554149710e-02,-0.0000000000e+00
1.6175000000e+00,3.7308085845e-02,-0.0000000000e+00
1.6180000000e+00,3.7063206446e-02,-0.0000000000e+00
1.6185000000e+00,3.6819506579e-02,-0.0000000000e+00
1.6190000000e+00,3.6576981339e-02,-0.0000000000e+00
1.6195000000e+00,3.6335625846e-02,-0.0000000000e+00
1.6200000000e+00,3.6095435249e-02,-0.0000000000e+00
1.6205000000e+00,3.5856404725e-02,-0.0000000000e+00
1.6210000000e+00,3.5618529475e-02,-0.0000000000e+00
1.6215000000e+00,3.5381804730e-02,-0.0000000000e+00
1.6220000000e+00,3.5146225745e-02,-0.0000000000e+00
1.6225000000e+00,3.4911787803e-02,-0.0000000000e+00
1.6230000000e+00,3.4678486213e-02,-0.0000000000e+00
1.6235000000e+00,3.4446316310e-02,-0.0000000000e+00
1.6240000000e+00,3.4215273453e-02,-0.0000000000e+00
1.6245000000e+00,3.3985353029e-02,-0.0000000000e+00
1.6250000000e+00,3.3756550448e-02,-0.0000000000e+00
1.6255000000e+00,3.3528861149e-02,-0.0000000000e+00
1.6260000000e+00,3.3302280592e-02,-0.0000000000e+00
1.6265000000e+00,3.3076804263e-02,-0.0000000000e+00
1.6270000000e+00,3.2852427674e-02,-0.0000000000e+00
1.6275000000e+00,3.2629146360e-02,-0.0000000000e+00
1.6280000000e+00,3.2406955881e-02,-0.0000000000e+00
1.6285000000e+00,3.2185851821e-02,-0.0000000000e+00
1.6290000000e+00,3.1965829787e-02,-0.0000000000e+00
1.6295000000e+00,3.1746885412e-02,-0.0000000000e+00
1.6300000000e+00,3.1529014351e-02,-0.0000000000e+00
1.6305000000e+00,3.1312212281e-02,-0.0000000000e+00
1.6310000000e+00,3.1096474906e-02,-0.0000000000e+00
1.6315000000e+00,3.0881797949e-02,-0.0000000000e+00
1.6320000000e+00,3.0668177159e-02,-0.0000000000e+00
1.6325000000e+00,3.0455608305e-02,-0.0000000000e+00
1.6330000000e+00,3.0244087182e-02,-0.0000000000e+00
1.6335000000e+00,3.0033609605e-02,-0.0000000000e+00
1.6340000000e+00,2.9824171411e-02,-0.0000000000e+00
1.6345000000e+00,2.9615768460e-02,-0.0000000000e+00
1.6350000000e+00,2.9408396634e-02,-0.0000000000e+00
1.6355000000e+00,2.9202051836e-02,-0.0000000000e+00
1.6360000000e+00,2.8996729992e-02,-0.0000000000e+00
1.6365000000e+00,2.8792427048e-02,-0.0000000000e+00
1.6370000000e+00,2.8589138972e-02,-0.0000000000e+00
1.6375000000e+00,2.8386861753e-02,-0.0000000000e+00
1.6380000000e+00,2.8185591400e-02,-0.0000000000e+00
1.6385000000e+00,2.7985323946e-02,-0.0000000000e+00
1.6390000000e+00,2.7786055440e-02,-0.0000000000e+00
1.6395000000e+00,2.7587781957e-02,-0.0000000000e+00
1.6400000000e+00,2.7390499587e-02,-0.0000000000e+00
1.6405000000e+00,2.7194204443e-02,-0.0000000000e+00
1.6410000000e+00,2.6998892660e-02,-0.0000000000e+00
1.6415000000e+00,2.6804560388e-02,-0.0000000000e+00
1.6420000000e+00,2.6611203802e-02,-0.0000000000e+00
1.6425000000e+00,2.6418819093e-02,-0.0000000000e+00
1.6430000000e+00,2.6227402473e-02,-0.0000000000e+00
1.6435000000e+00,2.6036950174e-02,-0.0000000000e+00
1.6440000000e+00,2.5847458446e-02,-0.0000000000e+00
1.6445000000e+00,2.5658923559e-02,-0.0000000000e+00
1.6450000000e+00,2.5471341802e-02,-0.0000000000e+00
1.6455000000e+00,2.5284709483e-02,-0.0000000000e+00
1.6460000000e+00,2.5099022927e-02,-0.0000000000e+00
1.6465000000e+00,2.4914278480e-02,-0.0000000000e+00
1.6470000000e+00,2.4730472505e-02,-0.0000000000e+00
1.6475000000e+00,2.4547601385e-02,-0.0000000000e+00
1.6480000000e+00,2.4365661519e-02,-0.0000000000e+00
1.6485000000e+00,2.4184649325e-02,-0.0000000000e+00
1.6490000000e+00,2.4004561239e-02,-0.0000000000e+00
1.6495000000e+00,2.3825393717e-02,-0.0000000000e+00
1.6500000000e+00,2.3647143228e-02,-0.0000000000e+00
1.6505000000e+00,2.3469806263e-02,-0.0000000000e+00
1.6510000000e+00,2.3293379329e-02,-0.0000000000e+00
1.6515000000e+00,2.3117858949e-02,-0.0000000000e+00
1.6520000000e+00,2.2943241666e-02,-0.0000000000e+00
1.6525000000e+00,2.2769524037e-02,-0.0000000000e+00
1.6530000000e+00,2.2596702638e-02,-0.0000000000e+00
1.6535000000e+00,2.2424774062e-02,-0.0000000000e+00
1.6540000000e+00,2.2253734918e-02,-0.0000000000e+00
1.6545000000e+00,2.2083581832e-02,-0.0000000000e+00
1.6550000000e+00,2.1914311446e-02,-0.0000000000e+00
1.6555000000e+00,2.1745920420e-02,-0.0000000000e+00
1.6560000000e+00,2.1578405428e-02,-0.0000000000e+00
1.6565000000e+00,2.1411763162e-02,-0.0000000000e+00
1.6570000000e+00,2.1245990330e-02,-0.0000000000e+00
1.6575000000e+00,2.1081083655e-02,-0.0000000000e+00
1.6580000000e+00,2.0917039876e-02,-0.0000000000e+00
1.6585000000e+00,2.0753855749e-02,-0.0000000000e+00
1.6590000000e+00,2.0591528045e-02,-0.0000000000e+00
1.6595000000e+00,2.0430053550e-02,-0.0000000000e+00
1.6600000000e+00,2.0269429067e-02,-0.0000000000e+00
1.6605000000e+00,2.0109651412e-02,-0.0000000000e+00
1.6610000000e+00,1.9950717418e-02,-0.0000000000e+00
1.6615000000e+00,1.9792623933e-02,-0.0000000000e+00
1.6620000000e+00,1.9635367820e-02,-0.0000000000e+00
1.6625000000e+00,1.9478945956e-02,-0.0000000000e+00
1.6630000000e+00,1.9323355234e-02,-0.0000000000e+00
1.6635000000e+00,1.9168592561e-02,-0.0000000000e+00
1.6640000000e+00,1.9014654860e-02,-0.0000000000e+00
1.6645000000e+00,1.8861539067e-02,-0.0000000000e+00
1.6650000000e+00,1.8709242133e-02,-0.0000000000e+00
1.6655000000e+00,1.8557761024e-02,-0.0000000000e+00
1.6660000000e+00,1.8407092719e-02,-0.0000000000e+00
1.6665000000e+00,1.8257234213e-02,-0.0000000000e+00
1.6670000000e+00,1.8108182512e-02,-0.0000000000e+00
1.6675000000e+00,1.7959934640e-02,-0.0000000000e+00
1.6680000000e+00,1.7812487632e-02,-0.0000000000e+00
1.6685000000e+00,1.7665838538e-02,-0.0000000000e+00
1.6690000000e+00,1.7519984422e-02,-0.0000000000e+00
1.6695000000e+00,1.7374922359e-02,-0.0000000000e+00
1.6700000000e+00,1.7230649442e-02,-0.0000000000e+00
1.6705000000e+00,1.7087162774e-02,-0.0000000000e+00
1.6710000000e+00,1.6944459472e-02,-0.0000000000e+00
1.6715000000e+00,1.6802536668e-02,-0.0000000000e+00
1.6720000000e+00,1.6661391505e-02,-0.0000000000e+00
1.6725000000e+00,1.6521021141e-02,-0.0000000000e+00
1.6730000000e+00,1.6381422745e-02,-0.0000000000e+00
1.6735000000e+00,1.6242593500e-02,-0.0000000000e+00
1.6740000000e+00,1.6104530603e-02,-0.0000000000e+00
1.6745000000e+00,1.5967231261e-02,-0.0000000000e+00
1.6750000000e+00,1.5830692698e-02,-0.0000000000e+00
1.6755000000e+00,1.5694912145e-02,-0.0000000000e+00
1.6760000000e+00,1.5559886850e-02,-0.0000000000e+00
1.6765000000e+00,1.5425614072e-02,-0.0000000000e+00
1.6770000000e+00,1.5292091082e-02,-0.0000000000e+00
1.6775000000e+00,1.5159315164e-02,-0.0000000000e+00
1.6780000000e+00,1.5027283614e-02,-0.0000000000e+00
1.6785000000e+00,1.4895993739e-02,-0.0000000000e+00
1.6790000000e+00,1.4765442860e-02,-0.0000000000e+00
1.6795000000e+00,1.4635628308e-02,-0.0000000000e+00
1.6800000000e+00,1.4506547428e-02,-0.0000000000e+00
1.6805000000e+00,1.4378197575e-02,-0.0000000000e+00
1.6810000000e+00,1.4250576117e-02,-0.0000000000e+00
1.6815000000e+00,1.4123680433e-02,-0.0000000000e+00
1.6820000000e+00,1.3997507914e-02,-0.0000000000e+00
1.6825000000e+00,1.3872055963e-02,-0.0000000000e+00
1.6830000000e+00,1.3747321992e-02,-0.0000000000e+00
1.6835000000e+00,1.3623303427e-02,-0.0000000000e+00
1.6840000000e+00,1.3499997705e-02,-0.0000000000e+00
1.6845000000e+00,1.3377402274e-02,-0.0000000000e+00
1.6850000000e+00,1.3255514592e-02,-0.0000000000e+00
1.6855000000e+00,1.3134332129e-02,-0.0000000000e+00
1.6860000000e+00,1.3013852367e-02,-0.0000000000e+00
1.6865000000e+00,1.2894072798e-02,-0.0000000000e+00
1.6870000000e+00,1.2774990925e-02,-0.0000000000e+00
1.6875000000e+00,1.2656604261e-02,-0.0000000000e+00
1.6880000000e+00,1.2538910331e-02,-0.0000000000e+00
1.6885000000e+00,1.2421906670e-02,-0.0000000000e+00
1.6890000000e+00,1.2305590824e-02,-0.0000000000e+00
1.6895000000e+00,1.2189960351e-02,-0.0000000000e+00
1.6900000000e+00,1.2075012816e-02,-0.0000000000e+00
1.6905000000e+00,1.1960745797e-02,-0.0000000000e+00
1.6910000000e+00,1.1847156881e-02,-0.0000000000e+00
1.6915000000e+00,1.1734243668e-02,-0.0000000000e+00
1.6920000000e+00,1.1622003766e-02,-0.0000000000e+00
1.6925000000e+00,1.1510434792e-02,-0.0000000000e+00
1.6930000000e+00,1.1399534376e-02,-0.0000000000e+00
1.6935000000e+00,1.1289300156e-02,-0.0000000000e+00
1.6940000000e+00,1.1179729782e-02,-0.0000000000e+00
1.6945000000e+00,1.1070820911e-02,-0.0000000000e+00
1.6950000000e+00,1.0962571212e-02,-0.0000000000e+00
1.6955000000e+00,1.0854978364e-02,-0.0000000000e+00
1.6960000000e+00,1.0748040054e-02,-0.0000000000e+00
1.6965000000e+00,1.0641753982e-02,-0.0000000000e+00
1.6970000000e+00,1.0536117853e-02,-0.0000000000e+00
1.6975000000e+00,1.0431129385e-02,-0.0000000000e+00
1.6980000000e+00,1.0326786305e-02,-0.0000000000e+00
1.6985000000e+00,1.0223086349e-02,-0.0000000000e+00
1.6990000000e+00,1.0120027262e-02,-0.0000000000e+00
1.6995000000e+00,1.0017606798e-02,-0.0000000000e+00
1.7000000000e+00,9.9158227232e-03,-0.0000000000e+00
1.7005000000e+00,9.8146728093e-03,-0.0000000000e+00
1.7010000000e+00,9.7141548393e-03,-0.0000000000e+00
1.7015000000e+00,9.6142666048e-03,-0.0000000000e+00
1.7020000000e+00,9.5150059066e-03,-0.0000000000e+00
1.7025000000e+00,9.4163705545e-03,-0.0000000000e+00
1.7030000000e+00,9.3183583671e-03,-0.0000000000e+00
1.7035000000e+00,9.2209671721e-03,-0.0000000000e+00
1.7040000000e+00,9.1241948060e-03,-0.0000000000e+00
1.7045000000e+00,9.0280391141e-03,-0.0000000000e+00
1.7050000000e+00,8.9324979504e-03,-0.0000000000e+00
1.7055000000e+00,8.8375691779e-03,-0.0000000000e+00
1.7060000000e+00,8.7432506678e-03,-0.0000000000e+00
1.7065000000e+00,8.6495403003e-03,-0.0000000000e+00
1.7070000000e+00,8.5564359639e-03,-0.0000000000e+00
1.7075000000e+00,8.4639355557e-03,-0.0000000000e+00
1.7080000000e+00,8.3720369813e-03,-0.0000000000e+00
1.7085000000e+00,8.2807381546e-03,-0.0000000000e+00
1.7090000000e+00,8.1900369979e-03,-0.0000000000e+00
1.7095000000e+00,8.0999314418e-03,-0.0000000000e+00
1.7100000000e+00,8.0104194252e-03,-0.0000000000e+00
1.7105000000e+00,7.9214988952e-03,-0.0000000000e+00
1.7110000000e+00,7.8331678069e-03,-0.0000000000e+00
1.7115000000e+00,7.7454241238e-03,-0.0000000000e+00
1.7120000000e+00,7.6582658172e-03,-0.0000000000e+00
1.7125000000e+00,7.5716908666e-03,-0.0000000000e+00
1.7130000000e+00,7.4856972594e-03,-0.0000000000e+00
1.7135000000e+00,7.4002829909e-03,-0.0000000000e+00
1.7140000000e+00,7.3154460644e-03,-0.0000000000e+00
1.7145000000e+00,7.2311844908e-03,-0.0000000000e+00
1.7150000000e+00,7.1474962890e-03,-0.0000000000e+00
1.7155000000e+00,7.0643794856e-03,-0.0000000000e+00
1.7160000000e+00,6.9818321150e-03,-0.0000000000e+00
1.7165000000e+00,6.8998522189e-03,-0.0000000000e+00
1.7170000000e+00,6.8184378470e-03,-0.0000000000e+00
1.7175000000e+00,6.7375870564e-03,-0.0000000000e+00
1.7180000000e+00,6.6572979118e-03,-0.0000000000e+00
1.7185000000e+00,6.5775684852e-03,-0.0000000000e+00
1.7190000000e+00,6.4983968563e-03,-0.0000000000e+00
1.7195000000e+00,6.4197811120e-03,-0.0000000000e+00
1.7200000000e+00,6.3417193466e-03,-0.0000000000e+00
1.7205000000e+00,6.2642096619e-03,-0.0000000000e+00
1.7210000000e+00,6.1872501666e-03,-0.0000000000e+00
1.7215000000e+00,6.1108389770e-03,-0.0000000000e+00
1.7220000000e+00,6.0349742163e-03,-0.0000000000e+00
1.7225000000e+00,5.9596540152e-03,-0.0000000000e+00
1.7230000000e+00,5.8848765110e-03,-0.0000000000e+00
1.7235000000e+00,5.8106398486e-03,-0.0000000000e+00
1.7240000000e+00,5.7369421796e-03,-0.0000000000e+00
1.7245000000e+00,5.6637816627e-03,-0.0000000000e+00
1.7250000000e+00,5.5911564636e-03,-0.0000000000e+00
1.7255000000e+00,5.5190647547e-03,-0.0000000000e+00
1.7260000000e+00,5.4475047155e-03,-0.0000000000e+00
1.7265000000e+00,5.3764745323e-03,-0.0000000000e+00
1.7270000000e+00,5.3059723981e-03,-0.0000000000e+00
1.7275000000e+00,5.2359965127e-03,-0.0000000000e+00
1.7280000000e+00,5.1665450827e-03,-0.0000000000e+00
1.7285000000e+00,5.0976163213e-03,-0.0000000000e+00
1.7290000000e+00,5.0292084483e-03,-0.0000000000e+00
1.7295000000e+00,4.9613196902e-03,-0.0000000000e+00
1.7300000000e+00,4.8939482801e-03,-0.0000000000e+00
1.7305000000e+00,4.8270924576e-03,-0.0000000000e+00
1.7310000000e+00,4.7607504687e-03,-0.0000000000e+00
1.7315000000e+00,4.6949205660e-03,-0.0000000000e+00
1.7320000000e+00,4.6296010085e-03,-0.0000000000e+00
1.7325000000e+00,4.5647900616e-03,-0.0000000000e+00
1.7330000000e+00,4.5004859970e-03,-0.0000000000e+00
1.7335000000e+00,4.4366870928e-03,-0.0000000000e+00
1.7340000000e+00,4.3733916333e-03,-0.0000000000e+00
1.7345000000e+00,4.3105979092e-03,-0.0000000000e+00
1.7350000000e+00,4.2483042172e-03,-0.0000000000e+00
1.7355000000e+00,4.1865088604e-03,-0.0000000000e+00
1.7360000000e+00,4.1252101480e-03,-0.0000000000e+00
1.7365000000e+00,4.0644063953e-03,-0.0000000000e+00
1.7370000000e+00,4.0040959236e-03,-0.0000000000e+00
1.7375000000e+00,3.9442770604e-03,-0.0000000000e+00
1.7380000000e+00,3.8849481392e-03,-0.0000000000e+00
