lambda_over_k0,re_d_tm,im_d_tm
8.3250000000e-01,-1.5911734699e+03,5.8057523450e+02
8.3300000000e-01,-1.5902314171e+03,5.7978713832e+02
8.3350000000e-01,-1.5892895872e+03,5.7899749528e+02
8.3400000000e-01,-1.5883479804e+03,5.7820629904e+02
8.3450000000e-01,-1.5874065973e+03,5.7741354321e+02
8.3500000000e-01,-1.5864654382e+03,5.7661922137e+02
8.3550000000e-01,-1.5855245035e+03,5.7582332702e+02
8.3600000000e-01,-1.5845837936e+03,5.7502585365e+02
8.3650000000e-01,-1.5836433090e+03,5.7422679468e+02
8.3700000000e-01,-1.5827030500e+03,5.7342614346e+02
8.3750000000e-01,-1.5817630170e+03,5.7262389334e+02
8.3800000000e-01,-1.5808232104e+03,5.7182003756e+02
8.3850000000e-01,-1.5798836306e+03,5.7101456937e+02
8.3900000000e-01,-1.5789442781e+03,5.7020748191e+02
8.3950000000e-01,-1.5780051531e+03,5.6939876832e+02
8.4000000000e-01,-1.5770662561e+03,5.6858842164e+02
8.4050000000e-01,-1.5761275876e+03,5.6777643488e+02
8.4100000000e-01,-1.5751891478e+03,5.6696280101e+02
8.4150000000e-01,-1.5742509372e+03,5.6614751291e+02
8.4200000000e-01,-1.5733129561e+03,5.6533056343e+02
8.4250000000e-01,-1.5723752050e+03,5.6451194536e+02
8.4300000000e-01,-1.5714376842e+03,5.6369165143e+02
8.4350000000e-01,-1.5705003942e+03,5.6286967431e+02
8.4400000000e-01,-1.5695633353e+03,5.6204600661e+02
8.4450000000e-01,-1.5686265078e+03,5.6122064090e+02
8.4500000000e-01,-1.5676899122e+03,5.6039356967e+02
8.4550000000e-01,-1.5667535489e+03,5.5956478535e+02
8.4600000000e-01,-1.5658174182e+03,5.5873428033e+02
8.4650000000e-01,-1.5648815206e+03,5.5790204692e+02
8.4700000000e-01,-1.5639458563e+03,5.5706807737e+02
8.4750000000e-01,-1.5630104258e+03,5.5623236388e+02
8.4800000000e-01,-1.5620752295e+03,5.5539489857e+02
8.4850000000e-01,-1.5611402677e+03,5.5455567350e+02
8.4900000000e-01,-1.5602055408e+03,5.5371468068e+02
8.4950000000e-01,-1.5592710492e+03,5.5287191204e+02
8.5000000000e-01,-1.5583367932e+03,5.5202735944e+02
8.5050000000e-01,-1.5574027732e+03,5.5118101468e+02
8.5100000000e-01,-1.5564689896e+03,5.5033286949e+02
8.5150000000e-01,-1.5555354428e+03,5.4948291555e+02
8.5200000000e-01,-1.5546021332e+03,5.4863114443e+02
8.5250000000e-01,-1.5536690610e+03,5.4777754768e+02
8.5300000000e-01,-1.5527362267e+03,5.4692211672e+02
8.5350000000e-01,-1.5518036306e+03,5.4606484295e+02
8.5400000000e-01,-1.5508712731e+03,5.4520571768e+02
8.5450000000e-01,-1.5499391545e+03,5.4434473213e+02
8.5500000000e-01,-1.5490072753e+03,5.4348187747e+02
8.5550000000e-01,-1.5480756358e+03,5.4261714478e+02
8.5600000000e-01,-1.5471442363e+03,5.4175052507e+02
8.5650000000e-01,-1.5462130772e+03,5.4088200926e+02
8.5700000000e-01,-1.5452821589e+03,5.4001158820e+02
8.5750000000e-01,-1.5443514817e+03,5.3913925268e+02
8.5800000000e-01,-1.5434210460e+03,5.3826499338e+02
8.5850000000e-01,-1.5424908521e+03,5.3738880091e+02
8.5900000000e-01,-1.5415609004e+03,5.3651066580e+02
8.5950000000e-01,-1.5406311912e+03,5.3563057850e+02
8.6000000000e-01,-1.5397017249e+03,5.3474852936e+02
8.6050000000e-01,-1.5387725019e+03,5.3386450867e+02
8.6100000000e-01,-1.5378435224e+03,5.3297850661e+02
8.6150000000e-01,-1.5369147869e+03,5.3209051329e+02
8.6200000000e-01,-1.5359862957e+03,5.3120051871e+02
8.6250000000e-01,-1.5350580492e+03,5.3030851281e+02
8.6300000000e-01,-1.5341300476e+03,5.2941448542e+02
8.6350000000e-01,-1.5332022914e+03,5.2851842627e+02
8.6400000000e-01,-1.5322747808e+03,5.2762032502e+02
8.6450000000e-01,-1.5313475163e+03,5.2672017123e+02
8.6500000000e-01,-1.5304204981e+03,5.2581795434e+02
8.6550000000e-01,-1.5294937266e+03,5.2491366372e+02
8.6600000000e-01,-1.5285672022e+03,5.2400728864e+02
8.6650000000e-01,-1.5276409252e+03,5.2309881826e+02
8.6700000000e-01,-1.5267148959e+03,5.2218824164e+02
8.6750000000e-01,-1.5257891146e+03,5.2127554775e+02
8.6800000000e-01,-1.5248635818e+03,5.2036072544e+02
8.6850000000e-01,-1.5239382977e+03,5.1944376348e+02
8.6900000000e-01,-1.5230132626e+03,5.1852465050e+02
8.6950000000e-01,-1.5220884770e+03,5.1760337505e+02
8.7000000000e-01,-1.5211639411e+03,5.1667992557e+02
8.7050000000e-01,-1.5202396553e+03,5.1575429037e+02
8.7100000000e-01,-1.5193156199e+03,5.1482645767e+02
8.7150000000e-01,-1.5183918352e+03,5.1389641556e+02
8.7200000000e-01,-1.5174683016e+03,5.1296415203e+02
8.7250000000e-01,-1.5165450193e+03,5.1202965493e+02
8.7300000000e-01,-1.5156219888e+03,5.1109291203e+02
8.7350000000e-01,-1.5146992103e+03,5.1015391095e+02
8.7400000000e-01,-1.5137766842e+03,5.0921263919e+02
8.7450000000e-01,-1.5128544108e+03,5.0826908414e+02
8.7500000000e-01,-1.5119323904e+03,5.0732323307e+02
8.7550000000e-01,-1.5110106234e+03,5.0637507310e+02
8.7600000000e-01,-1.5100891100e+03,5.0542459124e+02
8.7650000000e-01,-1.5091678505e+03,5.0447177436e+02
8.7700000000e-01,-1.5082468454e+03,5.0351660922e+02
8.7750000000e-01,-1.5073260949e+03,5.0255908242e+02
8.7800000000e-01,-1.5064055994e+03,5.0159918043e+02
8.7850000000e-01,-1.5054853591e+03,5.0063688960e+02
8.7900000000e-01,-1.5045653743e+03,4.9967219612e+02
8.7950000000e-01,-1.5036456455e+03,4.9870508606e+02
8.8000000000e-01,-1.5027261728e+03,4.9773554531e+02
8.8050000000e-01,-1.5018069567e+03,4.9676355966e+02
8.8100000000e-01,-1.5008879973e+03,4.9578911471e+02
8.8150000000e-01,-1.4999692951e+03,4.9481219595e+02
8.8200000000e-01,-1.4990508504e+03,4.9383278869e+02
8.8250000000e-01,-1.4981326634e+03,4.9285087810e+02
8.8300000000e-01,-1.4972147345e+03,4.9186644918e+02
8.8350000000e-01,-1.4962970639e+03,4.9087948678e+02
8.8400000000e-01,-1.4953796520e+03,4.8988997559e+02
8.8450000000e-01,-1.4944624991e+03,4.8889790013e+02
8.8500000000e-01,-1.4935456055e+03,4.8790324477e+02
8.8550000000e-01,-1.4926289715e+03,4.8690599369e+02
8.8600000000e-01,-1.4917125973e+03,4.8590613090e+02
8.8650000000e-01,-1.4907964834e+03,4.8490364026e+02
8.8700000000e-01,-1.4898806299e+03,4.8389850543e+02
8.8750000000e-01,-1.4889650373e+03,4.8289070990e+02
8.8800000000e-01,-1.4880497057e+03,4.8188023697e+02
8.8850000000e-01,-1.4871346355e+03,4.8086706977e+02
8.8900000000e-01,-1.4862198270e+03,4.7985119123e+02
8.8950000000e-01,-1.4853052805e+03,4.7883258409e+02
8.9000000000e-01,-1.4843909963e+03,4.7781123091e+02
8.9050000000e-01,-1.4834769747e+03,4.7678711404e+02
8.9100000000e-01,-1.4825632159e+03,4.7576021562e+02
8.9150000000e-01,-1.4816497203e+03,4.7473051761e+02
8.9200000000e-01,-1.4807364881e+03,4.7369800175e+02
8.9250000000e-01,-1.4798235197e+03,4.7266264957e+02
8.9300000000e-01,-1.4789108153e+03,4.7162444240e+02
8.9350000000e-01,-1.4779983752e+03,4.7058336134e+02
8.9400000000e-01,-1.4770861998e+03,4.6953938727e+02
8.9450000000e-01,-1.4761742892e+03,4.6849250086e+02
8.9500000000e-01,-1.4752626438e+03,4.6744268253e+02
8.9550000000e-01,-1.4743512639e+03,4.6638991249e+02
8.9600000000e-01,-1.4734401498e+03,4.6533417069e+02
8.9650000000e-01,-1.4725293016e+03,4.6427543688e+02
8.9700000000e-01,-1.4716187198e+03,4.6321369053e+02
8.9750000000e-01,-1.4707084046e+03,4.6214891089e+02
8.9800000000e-01,-1.4697983563e+03,4.6108107692e+02
8.9850000000e-01,-1.4688885752e+03,4.6001016738e+02
8.9900000000e-01,-1.4679790614e+03,4.5893616072e+02
8.9950000000e-01,-1.4670698154e+03,4.5785903515e+02
9.0000000000e-01,-1.4661608374e+03,4.5677876861e+02
9.0050000000e-01,-1.4652521277e+03,4.5569533875e+02
9.0100000000e-01,-1.4643436865e+03,4.5460872297e+02
9.0150000000e-01,-1.4634355141e+03,4.5351889836e+02
9.0200000000e-01,-1.4625276109e+03,4.5242584174e+02
9.0250000000e-01,-1.4616199770e+03,4.5132952961e+02
9.0300000000e-01,-1.4607126127e+03,4.5022993821e+02
9.0350000000e-01,-1.4598055183e+03,4.4912704344e+02
9.0400000000e-01,-1.4588986942e+03,4.4802082090e+02
9.0450000000e-01,-1.4579921405e+03,4.4691124590e+02
9.0500000000e-01,-1.4570858574e+03,4.4579829339e+02
9.0550000000e-01,-1.4561798454e+03,4.4468193801e+02
9.0600000000e-01,-1.4552741047e+03,4.4356215407e+02
9.0650000000e-01,-1.4543686354e+03,4.4243891555e+02
9.0700000000e-01,-1.4534634380e+03,4.4131219605e+02
9.0750000000e-01,-1.4525585125e+03,4.4018196886e+02
9.0800000000e-01,-1.4516538594e+03,4.3904820687e+02
9.0850000000e-01,-1.4507494789e+03,4.3791088264e+02
9.0900000000e-01,-1.4498453712e+03,4.3676996835e+02
9.0950000000e-01,-1.4489415366e+03,4.3562543577e+02
9.1000000000e-01,-1.4480379754e+03,4.3447725632e+02
9.1050000000e-01,-1.4471346877e+03,4.3332540101e+02
9.1100000000e-01,-1.4462316740e+03,4.3216984044e+02
9.1150000000e-01,-1.4453289343e+03,4.3101054482e+02
9.1200000000e-01,-1.4444264691e+03,4.2984748392e+02
9.1250000000e-01,-1.4435242784e+03,4.2868062709e+02
9.1300000000e-01,-1.4426223627e+03,4.2750994327e+02
9.1350000000e-01,-1.4417207221e+03,4.2633540091e+02
9.1400000000e-01,-1.4408193570e+03,4.2515696804e+02
9.1450000000e-01,-1.4399182675e+03,4.2397461222e+02
9.1500000000e-01,-1.4390174538e+03,4.2278830053e+02
9.1550000000e-01,-1.4381169164e+03,4.2159799959e+02
9.1600000000e-01,-1.4372166553e+03,4.2040367551e+02
9.1650000000e-01,-1.4363166709e+03,4.1920529390e+02
9.1700000000e-01,-1.4354169634e+03,4.1800281986e+02
9.1750000000e-01,-1.4345175330e+03,4.1679621798e+02
9.1800000000e-01,-1.4336183800e+03,4.1558545230e+02
9.1850000000e-01,-1.4327195047e+03,4.1437048631e+02
9.1900000000e-01,-1.4318209072e+03,4.1315128298e+02
9.1950000000e-01,-1.4309225879e+03,4.1192780466e+02
9.2000000000e-01,-1.4300245469e+03,4.1070001316e+02
9.2050000000e-01,-1.4291267846e+03,4.0946786968e+02
9.2100000000e-01,-1.4282293010e+03,4.0823133480e+02
9.2150000000e-01,-1.4273320966e+03,4.0699036851e+02
9.2200000000e-01,-1.4264351715e+03,4.0574493013e+02
9.2250000000e-01,-1.4255385260e+03,4.0449497838e+02
9.2300000000e-01,-1.4246421603e+03,4.0324047126e+02
9.2350000000e-01,-1.4237460746e+03,4.0198136615e+02
9.2400000000e-01,-1.4228502692e+03,4.0071761968e+02
9.2450000000e-01,-1.4219547443e+03,3.9944918781e+02
9.2500000000e-01,-1.4210595001e+03,3.9817602576e+02
9.2550000000e-01,-1.4201645370e+03,3.9689808801e+02
9.2600000000e-01,-1.4192698550e+03,3.9561532829e+02
9.2650000000e-01,-1.4183754545e+03,3.9432769953e+02
9.2700000000e-01,-1.4174813356e+03,3.9303515388e+02
9.2750000000e-01,-1.4165874987e+03,3.9173764267e+02
9.2800000000e-01,-1.4156939439e+03,3.9043511639e+02
9.2850000000e-01,-1.4148006715e+03,3.8912752468e+02
9.2900000000e-01,-1.4139076816e+03,3.8781481631e+02
9.2950000000e-01,-1.4130149746e+03,3.8649693914e+02
9.3000000000e-01,-1.4121225506e+03,3.8517384011e+02
9.3050000000e-01,-1.4112304099e+03,3.8384546523e+02
9.3100000000e-01,-1.4103385526e+03,3.8251175953e+02
9.3150000000e-01,-1.4094469791e+03,3.8117266706e+02
9.3200000000e-01,-1.4085556895e+03,3.7982813084e+02
9.3250000000e-01,-1.4076646841e+03,3.7847809285e+02
9.3300000000e-01,-1.4067739631e+03,3.7712249401e+02
9.3350000000e-01,-1.4058835267e+03,3.7576127413e+02
9.3400000000e-01,-1.4049933751e+03,3.7439437190e+02
9.3450000000e-01,-1.4041035085e+03,3.7302172486e+02
9.3500000000e-01,-1.4032139272e+03,3.7164326936e+02
9.3550000000e-01,-1.4023246313e+03,3.7025894051e+02
9.3600000000e-01,-1.4014356212e+03,3.6886867219e+02
9.3650000000e-01,-1.4005468969e+03,3.6747239698e+02
9.3700000000e-01,-1.3996584588e+03,3.6607004617e+02
9.3750000000e-01,-1.3987703070e+03,3.6466154964e+02
9.3800000000e-01,-1.3978824418e+03,3.6324683591e+02
9.3850000000e-01,-1.3969948633e+03,3.6182583205e+02
9.3900000000e-01,-1.3961075718e+03,3.6039846367e+02
9.3950000000e-01,-1.3952205675e+03,3.5896465483e+02
9.4000000000e-01,-1.3943338506e+03,3.5752432805e+02
9.4050000000e-01,-1.3934474213e+03,3.5607740423e+02
9.4100000000e-01,-1.3925612797e+03,3.5462380263e+02
9.4150000000e-01,-1.3916754262e+03,3.5316344079e+02
9.4200000000e-01,-1.3907898610e+03,3.5169623450e+02
9.4250000000e-01,-1.3899045841e+03,3.5022209773e+02
9.4300000000e-01,-1.3890195959e+03,3.4874094260e+02
9.4350000000e-01,-1.3881348966e+03,3.4725267930e+02
9.4400000000e-01,-1.3872504862e+03,3.4575721605e+02
9.4450000000e-01,-1.3863663652e+03,3.4425445900e+02
9.4500000000e-01,-1.3854825335e+03,3.4274431223e+02
9.4550000000e-01,-1.3845989916e+03,3.4122667762e+02
9.4600000000e-01,-1.3837157394e+03,3.3970145482e+02
9.4650000000e-01,-1.3828327774e+03,3.3816854114e+02
9.4700000000e-01,-1.3819501055e+03,3.3662783153e+02
9.4750000000e-01,-1.3810677242e+03,3.3507921844e+02
9.4800000000e-01,-1.3801856334e+03,3.3352259179e+02
9.4850000000e-01,-1.3793038335e+03,3.3195783883e+02
9.4900000000e-01,-1.3784223247e+03,3.3038484412e+02
9.4950000000e-01,-1.3775411071e+03,3.2880348935e+02
9.5000000000e-01,-1.3766601809e+03,3.2721365333e+02
9.5050000000e-01,-1.3757795463e+03,3.2561521183e+02
9.5100000000e-01,-1.3748992035e+03,3.2400803748e+02
9.5150000000e-01,-1.3740191528e+03,3.2239199968e+02
9.5200000000e-01,-1.3731393942e+03,3.2076696447e+02
9.5250000000e-01,-1.3722599280e+03,3.1913279440e+02
9.5300000000e-01,-1.3713807545e+03,3.1748934841e+02
9.5350000000e-01,-1.3705018736e+03,3.1583648171e+02
9.5400000000e-01,-1.3696232857e+03,3.1417404560e+02
9.5450000000e-01,-1.3687449910e+03,3.1250188737e+02
9.5500000000e-01,-1.3678669896e+03,3.1081985011e+02
9.5550000000e-01,-1.3669892817e+03,3.0912777256e+02
9.5600000000e-01,-1.3661118675e+03,3.0742548892e+02
9.5650000000e-01,-1.3652347472e+03,3.0571282871e+02
9.5700000000e-01,-1.3643579210e+03,3.0398961654e+02
9.5750000000e-01,-1.3634813890e+03,3.0225567194e+02
9.5800000000e-01,-1.3626051515e+03,3.0051080914e+02
9.5850000000e-01,-1.3617292085e+03,2.9875483683e+02
9.5900000000e-01,-1.3608535604e+03,2.9698755795e+02
9.5950000000e-01,-1.3599782072e+03,2.9520876943e+02
9.6000000000e-01,-1.3591031492e+03,2.9341826197e+02
9.6050000000e-01,-1.3582283865e+03,2.9161581968e+02
9.6100000000e-01,-1.3573539194e+03,2.8980121990e+02
9.6150000000e-01,-1.3564797479e+03,2.8797423278e+02
9.6200000000e-01,-1.3556058723e+03,2.8613462106e+02
9.6250000000e-01,-1.3547322927e+03,2.8428213965e+02
9.6300000000e-01,-1.3538590094e+03,2.8241653529e+02
9.6350000000e-01,-1.3529860224e+03,2.8053754618e+02
9.6400000000e-01,-1.3521133320e+03,2.7864490154e+02
9.6450000000e-01,-1.3512409383e+03,2.7673832121e+02
9.6500000000e-01,-1.3503688416e+03,2.7481751513e+02
9.6550000000e-01,-1.3494970419e+03,2.7288218291e+02
9.6600000000e-01,-1.3486255394e+03,2.7093201326e+02
9.6650000000e-01,-1.3477543344e+03,2.6896668343e+02
9.6700000000e-01,-1.3468834270e+03,2.6698585864e+02
9.6750000000e-01,-1.3460128173e+03,2.6498919140e+02
9.6800000000e-01,-1.3451425056e+03,2.6297632086e+02
9.6850000000e-01,-1.3442724919e+03,2.6094687206e+02
9.6900000000e-01,-1.3434027765e+03,2.5890045514e+02
9.6950000000e-01,-1.3425333596e+03,2.5683666450e+02
9.7000000000e-01,-1.3416642412e+03,2.5475507792e+02
9.7050000000e-01,-1.3407954215e+03,2.5265525553e+02
9.7100000000e-01,-1.3399269008e+03,2.5053673882e+02
9.7150000000e-01,-1.3390586792e+03,2.4839904947e+02
9.7200000000e-01,-1.3381907568e+03,2.4624168816e+02
9.7250000000e-01,-1.3373231337e+03,2.4406413323e+02
9.7300000000e-01,-1.3364558103e+03,2.4186583925e+02
9.7350000000e-01,-1.3355887866e+03,2.3964623551e+02
9.7400000000e-01,-1.3347220627e+03,2.3740472431e+02
9.7450000000e-01,-1.3338556389e+03,2.3514067912e+02
9.7500000000e-01,-1.3329895153e+03,2.3285344267e+02
9.7550000000e-01,-1.3321236920e+03,2.3054232471e+02
9.7600000000e-01,-1.3312581693e+03,2.2820659965e+02
9.7650000000e-01,-1.3303929472e+03,2.2584550405e+02
9.7700000000e-01,-1.3295280259e+03,2.2345823369e+02
9.7750000000e-01,-1.3286634056e+03,2.2104394051e+02
9.7800000000e-01,-1.3277990864e+03,2.1860172917e+02
9.7850000000e-01,-1.3269350685e+03,2.1613065328e+02
9.7900000000e-01,-1.3260713520e+03,2.1362971121e+02
9.7950000000e-01,-1.3252079372e+03,2.1109784144e+02
9.8000000000e-01,-1.3243448240e+03,2.0853391748e+02
9.8050000000e-01,-1.3234820127e+03,2.0593674211e+02
9.8100000000e-01,-1.3226195035e+03,2.0330504098e+02
9.8150000000e-01,-1.3217572964e+03,2.0063745551e+02
9.8200000000e-01,-1.3208953917e+03,1.9793253485e+02
9.8250000000e-01,-1.3200337894e+03,1.9518872682e+02
9.8300000000e-01,-1.3191724898e+03,1.9240436776e+02
9.8350000000e-01,-1.3183114929e+03,1.8957767094e+02
9.8400000000e-01,-1.3174507990e+03,1.8670671341e+02
9.8450000000e-01,-1.3165904081e+03,1.8378942102e+02
9.8500000000e-01,-1.3157303204e+03,1.8082355115e+02
9.8550000000e-01,-1.3148705360e+03,1.7780667297e+02
9.8600000000e-01,-1.3140110552e+03,1.7473614447e+02
9.8650000000e-01,-1.3131518779e+03,1.7160908585e+02
9.8700000000e-01,-1.3122930045e+03,1.6842234839e+02
9.8750000000e-01,-1.3114344349e+03,1.6517247791e+02
9.8800000000e-01,-1.3105761694e+03,1.6185567153e+02
9.8850000000e-01,-1.3097182081e+03,1.5846772632e+02
9.8900000000e-01,-1.3088605511e+03,1.5500397767e+02
9.8950000000e-01,-1.3080031985e+03,1.5145922498e+02
9.9000000000e-01,-1.3071461506e+03,1.4782764118e+02
9.9050000000e-01,-1.3062894074e+03,1.4410266165e+02
9.9100000000e-01,-1.3054329691e+03,1.4027684634e+02
9.9150000000e-01,-1.3045768358e+03,1.3634170703e+02
9.9200000000e-01,-1.3037210076e+03,1.3228748792e+02
9.9250000000e-01,-1.3028654847e+03,1.2810288355e+02
9.9300000000e-01,-1.3020102672e+03,1.2377467033e+02
9.9350000000e-01,-1.3011553553e+03,1.1928721720e+02
9.9400000000e-01,-1.3003007490e+03,1.1462182292e+02
9.9450000000e-01,-1.2994464486e+03,1.0975579857e+02
9.9500000000e-01,-1.2985924540e+03,1.0466116415e+02
9.9550000000e-01,-1.2977387656e+03,9.9302739997e+01
9.9600000000e-01,-1.2968853833e+03,9.3635249720e+01
9.9650000000e-01,-1.2960323074e+03,8.7598725667e+01
9.9700000000e-01,-1.2951795379e+03,8.1110815656e+01
9.9750000000e-01,-1.2943270749e+03,7.4052974441e+01
9.9800000000e-01,-1.2934749187e+03,6.6243283132e+01
9.9850000000e-01,-1.2926230693e+03,5.7375543798e+01
9.9900000000e-01,-1.2917715269e+03,4.6852795235e+01
9.9950000000e-01,-1.2909202915e+03,3.3134072282e+01
1.0000000000e+00,-1.2900693634e+03,0.0000000000e+00
1.0005000000e+00,-1.2560763857e+03,0.0000000000e+00
1.0010000000e+00,-1.2414922017e+03,0.0000000000e+00
1.0015000000e+00,-1.2300998317e+03,0.0000000000e+00
1.0020000000e+00,-1.2203591657e+03,0.0000000000e+00
1.0025000000e+00,-1.2116737363e+03,0.0000000000e+00
1.0030000000e+00,-1.2037376793e+03,0.0000000000e+00
1.0035000000e+00,-1.1963693204e+03,0.0000000000e+00
1.0040000000e+00,-1.1894503042e+03,0.0000000000e+00
1.0045000000e+00,-1.1828984311e+03,0.0000000000e+00
1.0050000000e+00,-1.1766538598e+03,0.0000000000e+00
1.0055000000e+00,-1.1706714206e+03,0.0000000000e+00
1.0060000000e+00,-1.1649160258e+03,0.0000000000e+00
1.0065000000e+00,-1.1593597753e+03,0.0000000000e+00
1.0070000000e+00,-1.1539800509e+03,0.0000000000e+00
1.0075000000e+00,-1.1487582142e+03,0.0000000000e+00
1.0080000000e+00,-1.1436786906e+03,0.0000000000e+00
1.0085000000e+00,-1.1387283078e+03,0.0000000000e+00
1.0090000000e+00,-1.1338958067e+03,0.0000000000e+00
1.0095000000e+00,-1.1291714743e+03,0.0000000000e+00
1.0100000000e+00,-1.1245468614e+03,0.0000000000e+00
1.0105000000e+00,-1.1200145643e+03,0.0000000000e+00
1.0110000000e+00,-1.1155680519e+03,0.0000000000e+00
1.0115000000e+00,-1.1112015285e+03,0.0000000000e+00
1.0120000000e+00,-1.1069098227e+03,0.0000000000e+00
1.0125000000e+00,-1.1026882974e+03,0.0000000000e+00
1.0130000000e+00,-1.0985327753e+03,0.0000000000e+00
1.0135000000e+00,-1.0944394777e+03,0.0000000000e+00
1.0140000000e+00,-1.0904049735e+03,0.0000000000e+00
1.0145000000e+00,-1.0864261354e+03,0.0000000000e+00
1.0150000000e+00,-1.0825001044e+03,0.0000000000e+00
1.0155000000e+00,-1.0786242578e+03,0.0000000000e+00
1.0160000000e+00,-1.0747961834e+03,0.0000000000e+00
1.0165000000e+00,-1.0710136562e+03,0.0000000000e+00
1.0170000000e+00,-1.0672746190e+03,0.0000000000e+00
1.0175000000e+00,-1.0635771650e+03,0.0000000000e+00
1.0180000000e+00,-1.0599195227e+03,0.0000000000e+00
1.0185000000e+00,-1.0563000435e+03,0.0000000000e+00
1.0190000000e+00,-1.0527171892e+03,0.0000000000e+00
1.0195000000e+00,-1.0491695227e+03,0.0000000000e+00
1.0200000000e+00,-1.0456556984e+03,0.0000000000e+00
1.0205000000e+00,-1.0421744548e+03,0.0000000000e+00
1.0210000000e+00,-1.0387246065e+03,0.0000000000e+00
1.0215000000e+00,-1.0353050390e+03,0.0000000000e+00
1.0220000000e+00,-1.0319147019e+03,0.0000000000e+00
1.0225000000e+00,-1.0285526047e+03,0.0000000000e+00
1.0230000000e+00,-1.0252178113e+03,0.0000000000e+00
1.0235000000e+00,-1.0219094368e+03,0.0000000000e+00
1.0240000000e+00,-1.0186266429e+03,0.0000000000e+00
1.0245000000e+00,-1.0153686350e+03,0.0000000000e+00
1.0250000000e+00,-1.0121346590e+03,0.0000000000e+00
1.0255000000e+00,-1.0089239982e+03,0.0000000000e+00
1.0260000000e+00,-1.0057359713e+03,0.0000000000e+00
1.0265000000e+00,-1.0025699292e+03,0.0000000000e+00
1.0270000000e+00,-9.9942525395e+02,0.0000000000e+00
1.0275000000e+00,-9.9630135568e+02,0.0000000000e+00
1.0280000000e+00,-9.9319767154e+02,0.0000000000e+00
1.0285000000e+00,-9.9011366369e+02,0.0000000000e+00
1.0290000000e+00,-9.8704881789e+02,0.0000000000e+00
1.0295000000e+00,-9.8400264200e+02,0.0000000000e+00
1.0300000000e+00,-9.8097466474e+02,0.0000000000e+00
1.0305000000e+00,-9.7796443444e+02,0.0000000000e+00
1.0310000000e+00,-9.7497151793e+02,0.0000000000e+00
1.0315000000e+00,-9.7199549950e+02,0.0000000000e+00
1.0320000000e+00,-9.6903597991e+02,0.0000000000e+00
1.0325000000e+00,-9.6609257553e+02,0.0000000000e+00
1.0330000000e+00,-9.6316491747e+02,0.0000000000e+00
1.0335000000e+00,-9.6025265081e+02,0.0000000000e+00
1.0340000000e+00,-9.5735543388e+02,0.0000000000e+00
1.0345000000e+00,-9.5447293756e+02,0.0000000000e+00
1.0350000000e+00,-9.5160484467e+02,0.0000000000e+00
1.0355000000e+00,-9.4875084936e+02,0.0000000000e+00
1.0360000000e+00,-9.4591065654e+02,0.0000000000e+00
1.0365000000e+00,-9.4308398139e+02,0.0000000000e+00
1.0370000000e+00,-9.4027054883e+02,0.0000000000e+00
1.0375000000e+00,-9.3747009309e+02,0.0000000000e+00
1.0380000000e+00,-9.3468235727e+02,0.0000000000e+00
1.0385000000e+00,-9.3190709292e+02,0.0000000000e+00
1.0390000000e+00,-9.2914405968e+02,0.0000000000e+00
1.0395000000e+00,-9.2639302488e+02,0.0000000000e+00
1.0400000000e+00,-9.2365376323e+02,0.0000000000e+00
